-3;-1;-1;0;-1;-6;-5;-1;1;
-1;1;-1;-1;-1;-4;-3;1;1;
-2;-2;-1;-3;-3;6;6;-1;1;
-1;-1;-3;-1;0;-4;2;-1;1;
1;-1;-1;-1;0;3;1;0;1;
-3;0;-3;0;0;-2;-2;-3;1;
0;-1;-3;-1;-1;-4;-3;0;1;
0;-2;0;0;-1;0;-1;0;1;
1;-2;-1;0;0;0;0;-1;1;
-4;-5;0;-3;-2;-4;0;-3;1;
2;1;0;1;-1;1;-2;-1;1;
-3;1;-2;-1;0;-6;-2;-1;1;
-1;-2;-2;0;-3;-7;-5;-1;1;
0;0;0;1;-1;3;-4;-3;1;
-1;-1;0;-2;0;11;6;2;1;
-2;-1;-3;-2;-2;-1;-2;1;1;
0;1;2;-2;-2;-8;-4;-1;1;
2;-1;1;-2;3;7;5;0;1;
-1;-2;0;-2;-1;-17;-9;-6;1;
4;0;4;1;-4;-1;-1;-1;1;
-3;-4;-8;-1;-1;3;5;3;1;
2;0;-1;-1;-1;1;-1;-1;1;
-4;-2;-2;-1;0;11;-1;-2;1;
-1;-1;1;0;1;-6;-1;-2;1;
-1;0;1;0;-3;-1;0;-1;1;
0;0;-3;2;-1;1;-2;1;1;
0;0;4;0;-2;-13;-4;0;1;
0;-1;-8;-2;-2;5;1;1;1;
-2;-2;1;2;1;12;2;0;1;
-2;0;-1;-3;0;-9;-2;-2;1;
0;-1;-6;-1;-4;-4;-2;-2;1;
-1;-2;1;2;-3;-8;-3;0;1;
-1;-1;-3;-5;-1;-2;-1;-1;1;
-3;0;-2;-1;-1;1;0;-1;1;
-1;-1;0;2;1;1;1;-1;1;
1;-1;-1;1;-1;2;-3;-1;1;
0;0;-2;0;-1;0;2;-2;1;
-2;-1;3;1;-1;-4;-3;-1;1;
0;-1;-1;-3;-2;-2;0;-1;1;
1;2;0;0;1;-2;-1;-3;1;
0;2;1;-1;0;-1;-1;-1;1;
0;-1;-1;-3;-3;-6;-2;-1;1;
0;0;-1;-4;1;2;2;1;1;
-3;-1;-1;-2;-1;1;1;-1;1;
-1;1;0;0;-2;-3;-3;-3;1;
-2;0;-2;-2;0;-1;0;0;1;
-2;-2;-1;-1;-1;2;0;-1;1;
0;-1;0;-2;-1;0;-1;-1;1;
-2;-2;0;-1;0;-2;-1;-3;1;
-1;-1;-2;0;-3;-3;1;-1;1;
0;0;1;0;1;2;-2;-1;1;
-5;-8;-3;-2;-1;-2;-3;-1;1;
-2;-1;-2;-1;-1;1;1;0;1;
-1;-1;0;-1;0;0;1;0;1;
0;0;-1;0;-1;-2;0;-1;1;
-2;0;-2;-3;-1;-1;1;-3;1;
-2;-3;-1;1;-1;-3;-4;-3;1;
0;0;0;0;0;1;-2;0;1;
-1;-1;-3;1;-1;-8;-3;-1;1;
-1;0;1;1;1;1;-2;1;1;
0;1;1;-1;1;8;1;0;1;
-1;0;-2;-2;-4;-9;0;-1;1;
-1;-3;-2;-3;-2;1;2;0;1;
1;-1;0;0;-1;-4;-2;-1;1;
0;-1;-2;-1;0;-2;-5;0;1;
-2;-3;-1;0;0;1;-3;-2;1;
0;-1;0;-2;-1;0;-1;1;1;
-1;0;-2;0;-1;0;-1;-3;1;
-1;-3;-4;-4;-2;-3;-3;0;1;
-2;-2;-3;-2;-2;6;2;-1;1;
-2;-1;0;0;0;2;3;0;1;
1;-1;-2;-1;-1;0;1;0;1;
-2;-3;1;-2;-1;-6;-1;-2;1;
0;-1;-1;0;0;-4;-2;0;1;
0;0;-1;0;0;0;-2;-2;1;
0;0;0;0;-1;-1;-1;1;1;
0;-2;-2;0;-1;-6;0;-2;1;
-1;0;0;-2;0;1;1;-1;1;
1;-2;1;-2;-1;-2;-3;-2;1;
0;-1;-1;-2;-2;-2;-1;0;1;
-3;-1;1;-1;-2;-2;-1;-1;1;
0;0;0;0;0;0;-1;-1;1;
-5;-6;-4;-1;0;-4;-3;-3;1;
-1;-1;-1;-3;0;6;1;-1;1;
0;0;1;-1;-1;0;1;0;1;
-1;0;-1;-1;-2;-2;0;-1;1;
-2;1;-2;-1;-1;-6;-5;1;1;
-2;-1;-2;0;-1;-5;-2;-1;1;
-1;-1;-1;2;0;14;1;-2;1;
0;-1;-2;-2;-2;-2;-2;0;1;
2;1;-2;-1;-3;2;-2;1;1;
-1;-1;-1;-2;-2;-4;0;-3;1;
-1;0;1;-1;0;0;2;-1;1;
-3;-1;1;0;1;-5;-5;-2;1;
-1;-1;0;1;0;3;0;-2;1;
-2;1;0;0;1;-1;-3;-2;1;
0;-2;-2;-1;-1;-4;-1;-1;1;
1;-2;-2;-1;-1;1;-1;0;1;
0;-2;1;-1;-2;-2;-1;-1;1;
