-1;-1;-2;1;0;0;0;-1;0;
0;-1;-3;-2;0;-1;-1;0;0;
-3;-2;1;-1;-3;0;-3;-1;0;
0;-1;0;-1;0;-2;-1;0;0;
-1;0;-1;0;-2;-1;0;1;0;
-1;-1;-1;-2;-2;0;-1;2;0;
-1;0;-2;-1;-2;0;-1;0;0;
-1;0;-3;-2;-1;-1;-1;-3;0;
-2;0;-1;-1;0;-1;0;-1;0;
-1;-2;2;-3;-2;-1;-1;-2;0;
1;-1;-2;0;-1;-3;0;-1;0;
0;-1;-1;0;-2;-1;1;0;0;
-4;-1;1;1;0;-2;-3;0;0;
0;-1;-2;-2;-1;-2;0;-2;0;
-1;-2;-3;-4;0;-1;0;-1;0;
-1;-3;1;2;0;-3;-1;0;1;
2;-2;3;0;1;1;0;2;1;
1;0;-5;-7;0;-3;-2;-1;1;
-6;2;4;6;-4;0;-1;-7;1;
-2;-3;-2;-1;-1;-2;-3;-1;1;
-3;0;0;6;1;1;1;-1;1;
1;1;-1;1;-2;-3;-2;1;1;
0;-1;-1;-5;5;7;0;1;1;
-3;-2;0;-2;-6;-4;-3;-1;1;
-1;-3;-1;-3;1;10;1;-1;1;
-3;-1;-2;0;-2;-5;-4;-3;1;
-1;-2;2;0;-3;-11;0;-1;1;
-2;0;1;2;2;15;0;-1;1;
1;1;-4;0;-2;-7;-2;1;1;
-2;-3;0;1;2;6;1;0;1;
-1;-2;-4;0;0;-2;-2;0;1;
1;0;0;-2;-3;-4;1;1;1;
-2;-1;2;0;-2;-1;-1;-2;1;
-3;-3;-2;-1;-1;3;0;-1;1;
-2;-2;-1;-1;-1;1;1;-1;1;
0;-2;-2;-1;-2;-6;-4;-1;1;
-2;-1;-1;-2;-2;-1;-1;0;1;
-2;1;-2;1;0;-2;2;-3;1;
1;-1;-2;-1;-1;0;0;0;1;
-1;-1;0;0;2;1;1;0;1;
-2;-2;-4;-4;-2;-6;-2;-2;1;
-1;-2;0;1;-2;-1;-2;-2;1;
0;-1;2;2;1;1;-1;0;1;
-3;-1;-4;-6;-1;-4;-3;-3;1;
1;3;2;3;0;2;1;0;1;
-5;-7;-10;-14;5;-4;-6;-5;1;
5;7;12;14;-7;2;3;5;1;
0;-2;-2;-2;0;-3;1;-1;1;
0;0;-1;-3;-2;1;0;0;1;
-6;-1;0;-1;-2;-2;-1;-4;1;
-2;-1;-6;-7;1;-3;-2;-2;1;
1;-1;-1;1;-1;0;2;2;1;
0;-2;0;-1;-1;0;-2;0;1;
1;1;0;-1;-3;-1;-1;1;1;
-2;-1;-5;-3;0;-2;-3;-4;1;
-1;1;0;1;-2;0;-1;2;1;
-3;-2;-2;-5;0;-1;0;-4;1;
1;0;-2;2;-1;1;0;-1;1;
0;-2;-2;-2;-1;1;1;0;1;
-2;-2;0;1;-2;-1;-2;0;1;
-2;-2;-2;-8;-2;-4;-1;-6;1;
1;1;1;3;-2;5;1;1;1;
-4;-1;-2;-4;0;-10;-3;-2;1;
-1;-2;-2;1;-1;4;-3;-2;1;
-1;-2;-1;1;-4;-10;-4;0;1;
1;1;5;2;0;3;0;2;1;
-1;-3;-3;-4;0;3;1;-1;1;
-1;0;-2;-1;3;-1;5;-1;1;
0;-1;0;2;2;3;2;1;1;
-2;-1;1;-3;-2;-2;-5;0;1;
-2;-2;-1;0;-1;-2;-2;-1;1;
0;2;1;-6;-2;-5;-3;-2;1;
0;-1;2;26;3;4;1;1;1;
3;-1;-1;-23;-5;-10;-3;2;1;
-1;-3;-3;-1;-1;2;0;0;1;
-1;-2;-2;-4;-2;-1;-1;-2;1;
-1;-3;-1;0;-2;-2;-2;-2;1;
1;1;1;12;2;-3;1;-1;1;
0;1;-2;-2;-2;1;0;0;1;
-2;-3;0;-5;-4;-2;-1;-1;1;
-1;-2;-2;-6;-2;0;-3;-1;1;
2;0;-1;5;2;0;2;0;1;
-1;-1;3;18;0;0;-1;-1;1;
-2;0;-4;-12;1;0;1;-2;1;
-2;1;-3;-6;-5;-2;0;0;1;
