5;-5;-1;0;-1;-2;-1;-3;1;
0;-3;-5;-3;0;-1;-3;0;1;
-4;-2;-8;-5;-1;-2;-2;-2;1;
-1;0;1;4;1;0;1;-1;1;
10;6;5;-2;-2;-1;-2;11;1;
-16;-2;8;1;-1;0;1;-13;1;
4;-2;1;-2;-3;-4;-1;0;1;
-7;-4;-6;-2;-2;0;-1;-3;1;
0;-3;-7;-2;2;1;0;-1;1;
9;-1;-3;-2;-2;-1;-1;17;1;
-7;3;3;0;-1;-2;-1;-12;1;
-10;-2;1;-1;-2;-1;-1;-22;1;
-1;-2;-6;-1;-1;-1;0;-18;1;
4;0;-6;-3;-2;1;-2;-2;1;
2;2;4;4;-2;0;1;8;1;
-3;-1;1;-1;-3;-2;0;8;1;
1;-3;-2;1;0;-1;1;-3;1;
-1;1;-4;-3;-1;-2;-1;1;1;
-2;0;-2;0;1;0;-1;-1;1;
-1;-2;-3;-1;2;-1;-1;0;1;
1;0;0;-1;0;-2;-2;0;1;
1;-2;-1;2;0;0;-1;1;1;
0;-1;2;6;0;0;2;1;1;
0;-2;3;-2;-2;-3;-2;3;1;
0;-1;2;-6;-3;-2;-2;5;1;
9;0;-2;0;0;0;-1;8;1;
-17;-5;-20;-4;-1;-2;-2;-26;1;
-2;-5;-11;-1;0;-1;-1;4;1;
6;11;27;4;1;3;2;19;1;
-10;-2;4;-9;-9;-7;-4;-32;1;
9;5;4;2;-1;-1;0;4;1;
-4;0;0;3;2;-1;0;-11;1;
2;-3;-9;-2;3;-1;-1;5;1;
1;-5;-2;0;1;2;1;6;1;
4;2;-2;-2;-1;-3;-1;7;1;
-12;-2;-4;-5;0;0;-1;1;1;
0;0;-3;-3;-3;-2;-1;-16;1;
-1;2;1;-2;-1;-1;-2;2;1;
-4;-6;-10;-5;-1;0;-2;-2;1;
4;2;2;0;1;1;-1;6;1;
-4;1;5;5;-1;-1;-2;2;1;
-3;0;1;4;1;-1;0;2;1;
1;2;6;0;0;0;0;3;1;
4;-2;-1;-4;-1;-1;-2;3;1;
-4;-6;-6;-2;-2;-1;-2;-3;1;
-3;0;-3;-1;0;0;0;-2;1;
0;-3;2;-2;-2;0;-2;0;1;
1;-1;-1;-2;-2;-3;1;2;1;
-1;-2;-4;-3;0;-1;0;-5;1;
-5;-3;0;1;-1;0;-1;3;1;
0;-1;1;-1;-1;2;-1;1;1;
1;-1;-1;-6;-3;0;1;1;1;
0;-1;-8;-3;0;-1;-1;0;1;
1;-1;10;11;1;0;-2;-2;1;
-3;-1;2;-1;-2;-2;-2;1;1;
2;1;0;0;0;-2;-4;-3;1;
0;-3;-7;-2;-2;-1;0;0;1;
-10;-4;0;-3;1;2;0;3;1;
18;1;-12;-2;-4;-3;-2;-6;1;
-30;-3;0;-2;-1;0;0;-9;1;
11;5;13;3;-2;-1;-3;0;1;
-6;3;1;-2;-4;-5;-2;0;1;
-5;-1;4;-1;2;2;1;0;1;
18;1;-9;-2;-1;-3;-1;5;1;
-8;-8;-6;1;2;1;-1;-1;1;
3;-1;0;0;1;0;1;0;1;
-4;3;-1;-2;-1;-2;-1;1;1;
0;1;0;1;-4;-1;0;-1;1;
-7;-11;-4;-3;-3;-2;-1;-1;1;
4;0;-5;-1;-1;-1;-2;0;1;
-4;-2;1;0;0;0;-1;-1;1;
2;1;-1;1;-1;1;0;2;1;
0;2;-5;1;-1;-1;-1;-1;1;
0;0;-7;-3;-1;-1;-1;-1;1;
-2;-1;5;0;0;-2;0;0;1;
0;-2;6;-2;-3;-2;-1;0;1;
-5;0;-4;0;-1;-1;0;-1;1;
2;-3;-2;-1;0;0;0;0;1;
-2;-1;0;-6;-1;0;0;-2;1;
0;-2;-2;-2;-1;-1;-1;-2;1;
0;-2;-5;2;0;-3;-2;-3;1;
2;2;-1;2;1;3;-1;0;1;
-1;0;10;-5;-5;-2;-1;-1;1;
-11;-4;0;-3;-1;-2;-3;-3;1;
3;2;-4;-2;1;2;-1;1;1;
0;-2;-4;0;0;0;-1;-2;1;
-6;-7;-4;0;-1;-1;-2;2;1;
3;0;0;2;1;-2;-1;0;1;
-3;1;-1;-1;-2;-1;0;0;1;
-4;-7;-4;-3;-2;-2;-1;-4;1;
3;1;-3;-1;0;-1;-1;-3;1;
21;1;0;-1;-2;0;-2;2;1;
-27;0;2;-1;-1;-2;1;-3;1;
4;0;0;-2;-2;-1;-1;1;1;
-2;-2;-4;2;-2;0;0;0;1;
-3;-2;-1;0;0;0;1;-3;1;
8;0;1;0;1;2;-1;-2;1;
-3;1;1;-3;0;-2;0;1;1;
-7;-2;-2;0;0;-1;-2;-1;1;
2;0;-1;-1;-1;0;-1;0;1;
2;-2;-2;-4;-2;-1;0;0;1;
-6;-1;-2;1;-1;0;0;-1;0;
1;0;2;1;-2;0;-2;0;0;
-5;-1;0;-1;-2;-4;-1;-1;0;
1;-1;1;-1;-3;-3;0;-1;0;
1;2;-3;-2;0;0;1;-1;0;
0;1;0;-1;-1;-1;-1;2;0;
-1;-1;-3;0;0;0;0;-2;0;
1;-1;-2;-1;-1;-2;-1;-1;0;
3;1;0;-1;-1;0;0;-1;0;
-1;0;-1;-2;-1;0;1;-1;0;
-3;-1;0;0;1;0;-1;-1;0;
3;-2;1;0;-1;-1;-1;-1;0;
0;0;1;-2;-1;-2;-1;-1;0;
-1;-1;-1;0;0;-1;1;-4;0;
-4;-3;1;-2;-2;-1;-3;0;0;
-1;0;-1;0;-2;-1;-3;1;0;
-2;-1;0;-2;-1;-1;-1;0;0;
1;1;-1;1;0;-1;-2;-1;0;
0;-2;-1;0;0;0;-1;-2;0;
1;-1;-2;0;-2;-1;-2;-2;0;
1;0;-1;0;-1;-1;1;-1;0;
1;0;-4;-2;-1;-1;0;0;0;
1;0;-2;-1;-3;0;2;2;0;
-9;-3;-1;-3;0;0;-4;-13;0;
-1;-2;0;-1;-2;-1;-1;0;0;
0;-2;0;-2;1;-2;0;0;0;
3;4;-2;-2;0;0;-1;2;0;
-2;-4;-2;-1;-1;0;3;5;0;
-4;-2;-1;-3;-1;-1;-3;-5;0;
3;0;0;-2;-2;0;-1;-2;0;
-8;-2;0;0;0;-2;-1;-4;0;
2;0;1;0;1;-2;-3;2;0;
-4;-1;-2;-1;1;0;-1;-3;0;
-2;-1;-2;1;-1;-2;-1;0;0;
1;-2;-1;-1;-1;-1;1;1;0;
1;-1;-1;0;-1;-1;0;-4;0;
-3;0;-2;-2;-1;-1;-1;-3;0;
1;-2;-1;0;0;-1;1;1;0;
0;-3;-3;-2;-1;-2;-2;2;0;
-4;0;1;-2;0;-1;0;3;0;
5;-2;2;1;0;-1;-1;0;0;
-1;-1;-1;-2;-1;1;1;-4;0;
-4;-1;1;-2;1;0;-1;-3;0;
5;2;1;-1;-1;-1;-2;1;0;
2;0;-2;-1;-1;-2;0;-2;0;
